# 2019  4 28  1 46 47.91  27.3103  102.6063    5.90 -0.40  0.00  0.00  0.00          0
ZD76        0.270   1.000   P
ZD76        1.810   1.000   S
ZD77        1.920   1.000   P
ZD77        4.560   1.000   S
ZD75        1.620   1.000   P
ZD75        3.550   1.000   S
ZD70        3.600   1.000   P
ZD70        6.640   1.000   S
ZD71        4.000   1.000   P
ZD71        6.480   1.000   S
# 2019  4 28 19 56 12.61  27.0950  102.6358   15.10 -0.60  0.00  0.00  0.00          1
ZD80        1.720   1.000   P
ZD80        3.430   1.000   S
ZD76        4.370   1.000   P
ZD76        7.740   1.000   S
ZD78        4.850   1.000   P
ZD78        8.440   1.000   S
ZD77        3.500   1.000   P
ZD77        6.050   1.000   S
# 2019  4 29 13 33 45.86  27.0190  102.7858   17.80 -0.50  0.00  0.00  0.00          2
ZD79        4.390   1.000   P
ZD79        7.890   1.000   S
ZD81        4.780   1.000   P
ZD81        8.460   1.000   S
ZD80        2.850   1.000   P
ZD80        5.110   1.000   S
ZD70        9.950   1.000   P
ZD70       17.180   1.000   S
ZD76        6.480   1.000   P
ZD76       11.030   1.000   S
ZD78        3.330   1.000   P
ZD78        5.120   1.000   S
ZD71       11.050   1.000   P
ZD71       17.570   1.000   S
# 2019  4 30 12 52 16.68  28.0437  102.6310   11.00 0.80  0.00  0.00  0.00          3
ZD71        9.530   1.000   P
ZD71       16.810   1.000   S
ZD77       14.900   1.000   P
ZD77       25.460   1.000   S
ZD76       13.970   1.000   P
ZD76       23.600   1.000   S
ZD79       13.770   1.000   P
ZD79       21.630   1.000   S
# 2019  5  1 16  0 20.19  27.8628  103.0625    9.10 0.00  0.00  0.00  0.00          4
ZD70       11.740   1.000   P
ZD70       20.330   1.000   S
ZD81       12.290   1.000   P
ZD81       19.910   1.000   S
ZD80       14.880   1.000   P
ZD80       23.420   1.000   S
ZD79       16.150   1.000   P
ZD79       25.380   1.000   S
# 2019  5  2 20  9 12.64  27.4417  102.8055    5.60 0.10  0.00  0.00  0.00          5
ZD76        4.060   1.000   P
ZD76        7.650   1.000   S
ZD81        3.960   1.000   P
ZD81        7.380   1.000   S
ZD71        3.820   1.000   P
ZD71        6.880   1.000   S
ZD70        5.250   1.000   P
ZD70        9.240   1.000   S
ZD77        6.250   1.000   P
ZD77       10.750   1.000   S
ZD59       11.060   1.000   P
ZD59       19.050   1.000   S
ZD78        7.330   1.000   P
ZD78       12.380   1.000   S
ZD75        5.870   1.000   P
ZD75        9.500   1.000   S
ZD79        5.690   1.000   P
ZD79        9.160   1.000   S
ZD80        7.220   1.000   P
ZD80       11.760   1.000   S
# 2019  5  2 21 43 39.84  27.1973  102.6225   10.30 -0.70  0.00  0.00  0.00          6
ZD75        3.640   1.000   P
ZD75        7.260   1.000   S
ZD77        1.640   1.000   P
ZD77        3.380   1.000   S
ZD71        5.900   1.000   P
ZD71       10.720   1.000   S
ZD80        2.320   1.000   P
ZD80        4.430   1.000   S
ZD76        2.400   1.000   P
ZD76        4.460   1.000   S
ZD78        5.340   1.000   P
ZD78        9.440   1.000   S
ZD81        4.230   1.000   P
ZD81        7.460   1.000   S
ZD70        5.540   1.000   P
ZD70        9.700   1.000   S
ZD79        1.220   1.000   P
ZD79        1.930   1.000   S
# 2019  5  2  7 58 39.99  27.9472  102.8158   20.90 0.50  0.00  0.00  0.00          7
ZD75       12.020   1.000   P
ZD75       22.300   1.000   S
ZD81       12.380   1.000   P
ZD81       22.390   1.000   S
ZD76       12.370   1.000   P
ZD76       21.490   1.000   S
ZD70       10.280   1.000   P
ZD70       17.540   1.000   S
ZD77       13.790   1.000   P
ZD77       23.040   1.000   S
ZD71        9.300   1.000   P
ZD71       14.820   1.000   S
# 2019  5  2 14  7  3.80  27.1993  102.6218   13.60 -0.70  0.00  0.00  0.00          8
ZD77        1.900   1.000   P
ZD77        3.640   1.000   S
ZD80        2.560   1.000   P
ZD80        4.680   1.000   S
ZD76        2.700   1.000   P
ZD76        4.770   1.000   S
ZD79        1.490   1.000   P
ZD79        2.620   1.000   S
ZD70        5.950   1.000   P
ZD70        9.960   1.000   S
# 2019  5  2 14 54 24.80  27.0005  102.7548   17.00 -1.00  0.00  0.00  0.00          9
ZD71        9.860   1.000   P
ZD71       18.610   1.000   S
ZD79        4.420   1.000   P
ZD79        7.930   1.000   S
ZD80        2.780   1.000   P
ZD80        4.880   1.000   S
ZD76        6.600   1.000   P
ZD76       11.430   1.000   S
ZD81        5.170   1.000   P
ZD81        8.880   1.000   S
ZD78        3.690   1.000   P
ZD78        6.220   1.000   S
# 2019  5  4 21  8  7.14  27.2693  102.7742   25.20 -1.10  0.00  0.00  0.00         10
ZD75        5.200   1.000   P
ZD75        9.430   1.000   S
ZD76        4.810   1.000   P
ZD76        8.120   1.000   S
ZD79        4.230   1.000   P
ZD79        6.300   1.000   S
ZD81        3.410   1.000   P
ZD81        4.190   1.000   S
ZD71        5.920   1.000   P
ZD71        8.150   1.000   S
# 2019  5  6  3 46 13.00  27.3312  102.6242    9.40 0.10  0.00  0.00  0.00         11
ZD70        3.470   1.000   P
ZD70        7.540   1.000   S
ZD77        2.670   1.000   P
ZD77        5.480   1.000   S
ZD75        1.930   1.000   P
ZD75        4.040   1.000   S
ZD76        0.770   1.000   P
ZD76        1.870   1.000   S
# 2019  5  7 10  1 43.00  27.0080  102.7630   19.50 -0.40  0.00  0.00  0.00         12
ZD81        5.110   1.000   P
ZD81        8.990   1.000   S
ZD79        4.590   1.000   P
ZD79        7.970   1.000   S
ZD80        3.030   1.000   P
ZD80        5.260   1.000   S
ZD78        3.710   1.000   P
ZD78        6.320   1.000   S
# 2019  5  7 17  4  9.16  27.1265  102.6422    7.80 -1.00  0.00  0.00  0.00         13
ZD70        6.910   1.000   P
ZD70       13.360   1.000   S
ZD77        2.760   1.000   P
ZD77        5.670   1.000   S
ZD78        4.830   1.000   P
ZD78        9.260   1.000   S
ZD75        4.990   1.000   P
ZD75        9.330   1.000   S
# 2019  5  8 15 31 32.49  27.2883  102.6632    9.40 -0.90  0.00  0.00  0.00         14
ZD77        2.220   1.000   P
ZD77        4.310   1.000   S
ZD80        6.460   1.000   P
ZD80       11.610   1.000   S
ZD76        1.200   1.000   P
ZD76        2.260   1.000   S
ZD75        3.210   1.000   P
ZD75        5.700   1.000   S
ZD79        2.110   1.000   P
ZD79        3.690   1.000   S
# 2019  5  8 21  8 10.29  27.1058  103.0757    5.90 -1.10  0.00  0.00  0.00         15
ZD81        4.190   1.000   P
ZD81        8.420   1.000   S
ZD78        3.060   1.000   P
ZD78        5.240   1.000   S
ZD76        9.210   1.000   P
ZD76       15.660   1.000   S
ZD70       12.240   1.000   P
ZD70       20.200   1.000   S
# 2019  5 10  6 37 11.42  27.2863  102.3918   22.00 -0.10  0.00  0.00  0.00         16
ZD70        4.630   1.000   P
ZD70        8.710   1.000   S
ZD71        5.760   1.000   P
ZD71       10.490   1.000   S
ZD75        3.630   1.000   P
ZD75        6.180   1.000   S
ZD77        3.920   1.000   P
ZD77        6.640   1.000   S
# 2019  5 12 13 26 25.27  27.0147  102.7635   18.30 -0.50  0.00  0.00  0.00         17
ZD71        9.680   1.000   P
ZD71       18.480   1.000   S
ZD70        9.810   1.000   P
ZD70       17.460   1.000   S
ZD80        2.750   1.000   P
ZD80        5.020   1.000   S
ZD77        5.840   1.000   P
ZD77       10.150   1.000   S
ZD78        3.530   1.000   P
ZD78        6.100   1.000   S
ZD76        6.460   1.000   P
ZD76       11.160   1.000   S
ZD81        4.990   1.000   P
ZD81        8.590   1.000   S
ZD73        9.520   1.000   P
ZD73       15.540   1.000   S
# 2019  5 13 16 38 21.00  27.3765  102.7288    7.90 -0.50  0.00  0.00  0.00         18
ZD71        3.380   1.000   P
ZD71        6.200   1.000   S
ZD76        2.430   1.000   P
ZD76        4.430   1.000   S
ZD75        3.920   1.000   P
ZD75        6.970   1.000   S
ZD81        3.560   1.000   P
ZD81        6.280   1.000   S
ZD70        4.280   1.000   P
ZD70        7.520   1.000   S
ZD79        3.810   1.000   P
ZD79        6.700   1.000   S
ZD77        4.390   1.000   P
ZD77        7.650   1.000   S
ZD80        5.600   1.000   P
ZD80        9.720   1.000   S
ZD78        6.430   1.000   P
ZD78       11.060   1.000   S
ZD64        7.990   1.000   P
ZD64       12.660   1.000   S
# 2019  5 13  4 32 23.57  27.0728  102.0712   24.90 -0.30  0.00  0.00  0.00         19
ZD73        5.850   1.000   P
ZD73       11.710   1.000   S
ZD64       11.230   1.000   P
ZD64       19.800   1.000   S
ZD75        8.720   1.000   P
ZD75       15.060   1.000   S
ZD70       10.470   1.000   P
ZD70       17.710   1.000   S
ZD76       10.600   1.000   P
ZD76       17.450   1.000   S
# 2019  5 14 23 33  1.19  27.4570  102.5355   10.60 -1.00  0.00  0.00  0.00         20
ZD76        3.270   1.000   P
ZD76        6.190   1.000   S
ZD75        2.420   1.000   P
ZD75        4.620   1.000   S
ZD71        1.700   1.000   P
ZD71        3.230   1.000   S
ZD70        1.010   1.000   P
ZD70        1.840   1.000   S
ZD69        3.790   1.000   P
ZD69        6.650   1.000   S
ZD64        3.920   1.000   P
ZD64        6.680   1.000   S
# 2019  5 14  3 32 40.41  27.0712  102.0847   11.00 -0.60  0.00  0.00  0.00         21
ZD67        6.570   1.000   P
ZD67       12.420   1.000   S
ZD56       12.310   1.000   P
ZD56       22.310   1.000   S
ZD70       10.130   1.000   P
ZD70       17.710   1.000   S
ZD64       11.010   1.000   P
ZD64       19.190   1.000   S
# 2019  5 15  6 40  1.26  27.6455  102.1755    9.20 -0.70  0.00  0.00  0.00         22
ZD64        4.430   1.000   P
ZD64        8.560   1.000   S
ZD69        5.450   1.000   P
ZD69       10.240   1.000   S
ZD67        4.520   1.000   P
ZD67        8.580   1.000   S
ZD56        3.510   1.000   P
ZD56        6.670   1.000   S
# 2019  5 15 20 33 42.77  27.2167  101.9342   11.10 1.50  0.00  0.00  0.00         23
ZD79       11.750   1.000   P
ZD79       19.980   1.000   S
ZD70       10.880   1.000   P
ZD70       18.260   1.000   S
ZD59       11.150   1.000   P
ZD59       17.950   1.000   S
ZD64       11.150   1.000   P
ZD64       16.870   1.000   S
# 2019  5 16  5 43 18.04  27.6928  102.1005   10.00 0.10  0.00  0.00  0.00         24
ZD58        3.000   1.000   P
ZD58        6.300   1.000   S
ZD56        2.190   1.000   P
ZD56        4.350   1.000   S
ZD70        8.510   1.000   P
ZD70       15.280   1.000   S
ZD59        4.290   1.000   P
ZD59        7.910   1.000   S
ZD64        5.670   1.000   P
ZD64       10.250   1.000   S
ZD76       11.400   1.000   P
ZD76       19.960   1.000   S
ZD69        6.650   1.000   P
ZD69       11.620   1.000   S
ZD75        9.560   1.000   P
ZD75       16.660   1.000   S
ZD73        8.470   1.000   P
ZD73       14.610   1.000   S
ZD77       11.770   1.000   P
ZD77       19.680   1.000   S
# 2019  5 16 23 29 34.79  27.8462  102.3900    9.10 0.20  0.00  0.00  0.00         25
ZD70        7.050   1.000   P
ZD70       13.530   1.000   S
ZD64        5.010   1.000   P
ZD64        9.040   1.000   S
ZD67        9.220   1.000   P
ZD67       16.130   1.000   S
ZD56        7.360   1.000   P
ZD56       12.850   1.000   S
ZD58        3.180   1.000   P
ZD58        5.270   1.000   S
ZD69        8.110   1.000   P
ZD69       13.460   1.000   S
# 2019  5 16 19 34 11.09  26.9598  102.2600   10.10 -1.20  0.00  0.00  0.00         26
ZD76        8.920   1.000   P
ZD76       15.710   1.000   S
ZD70       10.330   1.000   P
ZD70       18.100   1.000   S
ZD75        8.350   1.000   P
ZD75       14.510   1.000   S
ZD73        6.550   1.000   P
ZD73       11.340   1.000   S
ZD69        8.660   1.000   P
ZD69       14.750   1.000   S
# 2019  5 16  1 45 13.91  26.8817  102.1507   10.30 0.20  0.00  0.00  0.00         27
ZD81       13.480   1.000   P
ZD81       24.350   1.000   S
ZD71       13.340   1.000   P
ZD71       23.530   1.000   S
ZD64       14.230   1.000   P
ZD64       24.190   1.000   S
ZD69       10.160   1.000   P
ZD69       16.970   1.000   S
# 2019  5 16  2 32 38.18  27.3387  102.5350   12.10 -1.20  0.00  0.00  0.00         28
ZD77        2.450   1.000   P
ZD77        4.850   1.000   S
ZD70        2.500   1.000   P
ZD70        4.760   1.000   S
ZD75        1.300   1.000   P
ZD75        2.400   1.000   S
ZD69        4.010   1.000   P
ZD69        6.960   1.000   S
# 2019  5 17 14  6 35.25  27.4617  102.4078   14.90 -0.80  0.00  0.00  0.00         29
ZD69        4.030   1.000   P
ZD69        7.040   1.000   S
ZD64        3.240   1.000   P
ZD64        5.390   1.000   S
ZD67        5.220   1.000   P
ZD67        8.700   1.000   S
ZD70        2.570   1.000   P
ZD70        3.760   1.000   S
ZD75        2.980   1.000   P
ZD75        3.690   1.000   S
ZD73        4.030   1.000   P
ZD73        5.350   1.000   S
# 2019  5 17  2 44 32.76  27.3178  102.6298   10.00 0.10  0.00  0.00  0.00         30
ZD76        0.930   1.000   P
ZD76        3.010   1.000   S
ZD70        3.830   1.000   P
ZD70        7.750   1.000   S
ZD69        5.340   1.000   P
ZD69       10.350   1.000   S
ZD75        2.100   1.000   P
ZD75        4.360   1.000   S
ZD77        2.600   1.000   P
ZD77        5.170   1.000   S
# 2019  5 17  4 29 22.47  27.0507  102.0582    8.30 -0.40  0.00  0.00  0.00         31
ZD67        7.600   1.000   P
ZD67       13.710   1.000   S
ZD64       12.090   1.000   P
ZD64       20.740   1.000   S
ZD69        8.160   1.000   P
ZD69       13.290   1.000   S
ZD70       11.160   1.000   P
ZD70       18.440   1.000   S
# 2019  5 18 23 15 34.24  27.1775  102.1587   11.30 -0.30  0.00  0.00  0.00         32
ZD73        4.090   1.000   P
ZD73        6.780   1.000   S
ZD68        5.210   1.000   P
ZD68        8.220   1.000   S
ZD71        9.960   1.000   P
ZD71       16.000   1.000   S
ZD77        6.360   1.000   P
ZD77        9.080   1.000   S
ZD75        7.020   1.000   P
ZD75       10.090   1.000   S
ZD69        5.510   1.000   P
ZD69        6.610   1.000   S
# 2019  5 18 19 28 12.80  27.9158  102.4282   19.80 -0.60  0.00  0.00  0.00         33
ZD75       10.640   1.000   P
ZD75       18.690   1.000   S
ZD76       11.690   1.000   P
ZD76       20.160   1.000   S
ZD70        8.850   1.000   P
ZD70       15.180   1.000   S
ZD69        9.830   1.000   P
